poll_interval_id,poll_date,next_poll_date,afd_support_t,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,unit,wahlperiode,poll_year,poll_month,interval_length_days,wahlperiode_cat
151,2024-01-04,2024-02-01,22,0.3878787878787878,1.1636363636363636,2.5259081196581197,0.34285714285714286,0.6233766233766234,0.1974025974025974,3.1372549019607843,3.804123711340206,0.5675675675675675,2.6690140845070425,1.8894009216589862,102,97,37,142,217,385,312,627.5636363636364,0.2649350649350649,0.2519480519480519,0.09610389610389611,0.36883116883116884,0.5636363636363636,mainstream_all,20,2024,1,28,WP20
152,2024-02-01,2024-03-07,19,0.27191011235955054,0.8157303370786517,2.2570809248554915,0.2157303370786517,0.501123595505618,0.09887640449438202,2.893939393939394,3.1466666666666665,1.6888888888888889,2.106060606060606,1.8708133971291867,132,75,45,132,209,445,346,582.8629213483146,0.2966292134831461,0.16853932584269662,0.10112359550561797,0.2966292134831461,0.4696629213483146,mainstream_all,20,2024,2,35,WP20
153,2024-03-07,2024-04-04,19,0.3164642375168691,0.9493927125506073,2.4293738489871086,0.23481781376518218,0.562753036437247,0.15182186234817813,3.196078431372549,4.037037037037037,0.8958333333333334,2.39375,1.8209606986899562,102,81,48,160,229,494,362,561.2975708502024,0.20647773279352227,0.16396761133603238,0.09716599190283401,0.32388663967611336,0.46356275303643724,mainstream_all,20,2024,3,28,WP20
154,2024-04-04,2024-05-02,18,0.3057124921531701,0.9171374764595104,2.1992496050552925,0.1977401129943503,0.568738229755179,0.15065913370998116,2.2366863905325443,4.0625,1.8076923076923077,2.2471264367816093,2.134199134199134,169,64,78,174,231,531,422,569.4802259887006,0.3182674199623352,0.12052730696798493,0.14689265536723164,0.327683615819209,0.4350282485875706,mainstream_all,20,2024,4,28,WP20
155,2024-05-02,2024-05-30,18,0.28438228438228436,0.8531468531468531,2.0664983164983166,0.23426573426573427,0.46153846153846156,0.15734265734265734,2.4615384615384617,3.9607843137254903,1.6285714285714286,2.0517241379310347,1.5433070866141732,52,51,35,116,127,286,198,566.3671328671329,0.18181818181818182,0.17832167832167833,0.12237762237762238,0.40559440559440557,0.44405594405594406,mainstream_all,20,2024,5,28,WP20
156,2024-05-30,2024-07-04,18,0.3386454183266932,1.0159362549800797,2.588165137614679,0.25630810092961487,0.5551128818061088,0.20451527224435592,2.816753926701571,4.290502793296089,2.276923076923077,2.7660550458715596,2.2719298245614037,191,179,65,218,342,753,545,600.1235059760957,0.2536520584329349,0.23771580345285526,0.08632138114209828,0.28950863213811423,0.4541832669322709,mainstream_all,20,2024,5,35,WP20
157,2024-07-04,2024-08-08,17,0.23787878787878786,0.7136363636363636,2.109848484848485,0.18181818181818182,0.4318181818181818,0.1,2.4375,5.388888888888889,1.3953488372093024,1.9736842105263157,1.9259259259259258,64,18,43,76,81,220,176,573.7454545454545,0.2909090909090909,0.08181818181818182,0.19545454545454546,0.34545454545454546,0.36818181818181817,mainstream_all,20,2024,7,35,WP20
158,2024-08-08,2024-09-05,16,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2024,8,28,
159,2024-09-05,2024-10-10,17,0.3250961010433827,0.9752883031301482,2.597902097902098,0.2652388797364086,0.6029654036243822,0.1070840197693575,2.824390243902439,4.1015625,1.18,2.6241610738255035,2.4122137404580153,205,128,50,149,262,607,429,627.171334431631,0.33772652388797364,0.21087314662273476,0.08237232289950576,0.24546952224052718,0.4316309719934102,mainstream_all,20,2024,9,35,WP20
160,2024-10-10,2024-10-31,17,0.29782608695652174,0.8934782608695652,2.6220178372352287,0.2391304347826087,0.4891304347826087,0.16521739130434782,3.0,4.175257731958763,0.6666666666666666,2.77027027027027,2.4497041420118344,78,97,45,148,169,460,299,576.3978260869566,0.16956521739130434,0.2108695652173913,0.09782608695652174,0.3217391304347826,0.3673913043478261,mainstream_all,20,2024,10,21,WP20
161,2024-10-31,2024-11-07,17,0.30392156862745096,0.9117647058823529,2.66,0.23529411764705882,0.6470588235294118,0.029411764705882353,3.227272727272727,,1.0,0.5,2.4375,22,0,1,2,16,34,25,595.4411764705883,0.6470588235294118,0.0,0.029411764705882353,0.058823529411764705,0.47058823529411764,mainstream_all,20,2024,10,7,WP20
162,2024-11-07,2024-11-21,18,0.35877862595419846,1.0763358778625953,2.4245954692556633,0.3053435114503817,0.5725190839694656,0.1984732824427481,2.8846153846153846,4.4,2.1904761904761907,2.2203389830508473,2.1025641025641026,26,20,21,59,78,131,103,657.6488549618321,0.1984732824427481,0.15267175572519084,0.16030534351145037,0.45038167938931295,0.5954198473282443,mainstream_all,20,2024,11,14,WP20
163,2024-11-21,2024-12-05,19,0.38095238095238093,1.1428571428571428,3.0246913580246915,0.3333333333333333,0.7857142857142857,0.023809523809523808,4.388888888888889,8.0,0.2,1.6666666666666667,4.0,18,2,5,9,15,42,27,633.5238095238095,0.42857142857142855,0.047619047619047616,0.11904761904761904,0.21428571428571427,0.35714285714285715,mainstream_all,20,2024,11,14,WP20
164,2024-12-05,2024-12-19,18,0.323037323037323,0.9691119691119691,2.5786458333333333,0.29343629343629346,0.583011583011583,0.09266409266409266,3.3333333333333335,4.125,2.3488372093023258,2.63302752293578,2.349514563106796,54,32,43,109,103,259,192,619.6138996138997,0.2084942084942085,0.12355212355212356,0.16602316602316602,0.42084942084942084,0.39768339768339767,mainstream_all,20,2024,12,14,WP20
165,2024-12-19,2025-01-09,19,0.44629629629629625,1.3388888888888888,2.9459287531806617,0.40555555555555556,0.7666666666666667,0.16666666666666666,3.0517241379310347,4.771428571428571,4.4,2.982142857142857,2.728395061728395,58,35,10,56,81,180,131,638.4277777777778,0.32222222222222224,0.19444444444444445,0.05555555555555555,0.3111111111111111,0.45,mainstream_all,20,2024,12,21,WP20
166,2025-01-09,2025-01-30,20,0.8076923076923077,2.423076923076923,4.8875,0.6538461538461539,1.0769230769230769,0.6923076923076923,4.75,5.705882352941177,4.0,4.733333333333333,4.35,4,17,4,15,20,26,20,697.2692307692307,0.15384615384615385,0.6538461538461539,0.15384615384615385,0.5769230769230769,0.7692307692307693,mainstream_all,20,2025,1,21,WP20
167,2025-01-30,2025-02-06,20,0.5320813771517997,1.596244131455399,2.7891919191919192,0.4225352112676056,0.8169014084507042,0.3568075117370892,3.7941176470588234,5.120689655172414,1.2222222222222223,2.618181818181818,2.7181818181818183,34,58,45,110,110,213,165,606.8497652582159,0.1596244131455399,0.27230046948356806,0.2112676056338028,0.5164319248826291,0.5164319248826291,mainstream_all,20,2025,1,7,WP20
168,2025-02-06,2025-02-13,21,0.7777777777777777,2.3333333333333335,4.261666666666667,0.9166666666666666,1.1666666666666667,0.25,4.285714285714286,5.428571428571429,4.25,4.333333333333333,3.8,7,7,4,6,10,12,10,1312.6666666666667,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.5,0.8333333333333334,mainstream_all,20,2025,2,7,WP20
169,2025-02-13,2025-03-06,21,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2025,2,21,
170,2025-03-06,2025-04-03,21,0.3192982456140351,0.9578947368421052,2.763383838383838,0.30526315789473685,0.5368421052631579,0.11578947368421053,2.575,6.1,4.5,3.413793103448276,2.4909090909090907,40,10,2,29,55,95,66,711.6631578947369,0.42105263157894735,0.10526315789473684,0.021052631578947368,0.30526315789473685,0.5789473684210527,mainstream_all,20,2025,3,28,WP20
171,2025-04-03,2025-05-07,24,0.3333333333333333,1.0,1.0,0.25,0.5,0.25,0.0,,,,2.0,1,0,0,0,1,4,2,315.5,0.25,0.0,0.0,0.0,0.25,mainstream_all,21,2025,4,34,WP21
172,2025-05-07,2025-06-04,23,0.3252032520325203,0.975609756097561,2.1266129032258063,0.34146341463414637,0.5152439024390244,0.11890243902439024,2.1983471074380163,3.210526315789474,1.1,2.4607843137254903,1.6615384615384616,121,57,50,102,130,328,248,568.5030487804878,0.36890243902439024,0.17378048780487804,0.1524390243902439,0.31097560975609756,0.39634146341463417,mainstream_all,21,2025,5,28,WP21
173,2025-06-04,2025-07-03,23,0.31166666666666665,0.935,2.0174632352941178,0.29,0.5025,0.1425,1.8493150684931507,3.558139534883721,1.4444444444444444,2.2644628099173554,1.8670520231213872,73,86,36,121,173,400,272,551.9925,0.1825,0.215,0.09,0.3025,0.4325,mainstream_all,21,2025,6,29,WP21
174,2025-07-03,2025-08-07,23,0.2929642445213379,0.8788927335640139,1.9591194968553458,0.328719723183391,0.4671280276816609,0.08304498269896193,2.0761904761904764,3.660377358490566,1.2903225806451613,2.1866666666666665,1.6746031746031746,105,53,31,75,126,289,212,612.3391003460208,0.3633217993079585,0.18339100346020762,0.10726643598615918,0.25951557093425603,0.4359861591695502,mainstream_all,21,2025,7,35,WP21
175,2025-08-07,2025-09-03,24,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2025,8,27,
176,2025-09-03,2025-10-02,25,0.3065774804905239,0.919732441471572,2.1542150038669763,0.2976588628762542,0.5418060200668896,0.0802675585284281,2.2836538461538463,3.284090909090909,1.4489795918367347,2.8181818181818183,1.691358024691358,208,88,49,154,243,598,431,609.1622073578595,0.34782608695652173,0.14715719063545152,0.08193979933110368,0.25752508361204013,0.40635451505016723,mainstream_all,21,2025,9,29,WP21
177,2025-10-02,2025-11-06,26,0.3911646586345381,1.1734939759036145,2.316963226571768,0.38313253012048193,0.6216867469879518,0.1686746987951807,2.3292682926829267,3.4328358208955225,1.4,2.6315789473684212,1.8875739644970415,82,67,55,133,169,415,281,557.8313253012049,0.19759036144578312,0.1614457831325301,0.13253012048192772,0.3204819277108434,0.4072289156626506,mainstream_all,21,2025,10,35,WP21
178,2025-11-06,2025-12-04,26,0.3263263263263263,0.978978978978979,2.1562628336755645,0.31681681681681684,0.5315315315315315,0.13063063063063063,2.305699481865285,3.346774193548387,1.5810810810810811,2.467391304347826,1.8025078369905956,193,124,74,184,319,666,487,574.8423423423424,0.2897897897897898,0.18618618618618618,0.1111111111111111,0.27627627627627627,0.47897897897897895,mainstream_all,21,2025,11,28,WP21
179,2025-12-04,2026-01-08,25,0.34153005464480873,1.0245901639344261,2.0526485788113695,0.33060109289617484,0.5628415300546448,0.13114754098360656,1.8656716417910448,3.404255319148936,1.054054054054054,2.566666666666667,1.5731707317073171,67,47,37,150,164,366,258,522.0491803278688,0.1830601092896175,0.1284153005464481,0.10109289617486339,0.4098360655737705,0.44808743169398907,mainstream_all,21,2025,12,35,WP21
180,2026-01-08,2026-02-05,25,0.37825059101654845,1.1347517730496455,2.6633663366336635,0.425531914893617,0.624113475177305,0.0851063829787234,2.688888888888889,3.2857142857142856,0.5714285714285714,3.3529411764705883,1.9772727272727273,45,7,7,51,44,141,101,538.8723404255319,0.3191489361702128,0.04964539007092199,0.04964539007092199,0.3617021276595745,0.3120567375886525,mainstream_all,21,2026,1,28,WP21
